data,player,language,publishedAt,predicted_cluster,topic
"mitchell weiser  kampf ball schuss lag wohl menge wut uber niederlander erzielte minute wichtige knaller latte minute schoss linksverteidiger knapp linken werder winkel vorbei startelf zuruckgekommen hertha bsc spat abschlusstraining gekommen trainer alonso kader gestrichen europaleague gehorte achtelfinal hinspiel budapest aufgebot kam nicht einsatz starke reaktion bremen sicht rolfes gutes signal hoffentlich lektion gelernt ,,es wichtig sachen mannschaft funktionieren letzten monaten grosse schritte vorne gemacht erfolg bremen sagte rolfes ,,ein wichtiger sieg fur tabelle ran platz bremen schwer anfang gebraucht reinzukommen tor fur werder sogar besser getan danach aggressiver schneller verdient gemacht insgesamt verdient gefuhrt spiel verdient gewonnen zuletzt nicht einfach",mitchel bakker,de,2023-03-12T21:01:03Z,3,Bundesliga News
bremen kassierte meisten gegentore bochum,mitchel bakker,de,2023-03-15T14:09:00Z,0,Europa League
wurde immer ofter harter gepruft juve torwart wojciech szczesny wuchs freiburg gemeisterten aufgabe start zweiten halbzeit forderte alonso team nochmals volle konzentration bundesligist beginn hellwach vergab grosse moglichkeit aufs schuss wurde letzten moment geblockt treffer frimpong zahlte wegen abseits nicht sardar azmoun diaby schuss pfosten liessen weitere chancen liegen obwohl bereits sonntag uhr dazn bundesliga rekordmeister bayern munchen geht  unbedingt zweiten treffer nachlegen adli belohnte bemuhungen xaschlussphase kostenlos anmelden,mitchel bakker,de,2023-03-16T20:14:34Z,6,Game description
einziger deutscher klub steht  viertelfinale europaleague heimspiel gelingt werkself auswarts ferencvaros budapest souveraner sieg abou diaby sorgt dabei schnell fur klare verhaltnisse budapest dibusz wingo marquinhos lisztes abena knoester civic esiti vecsei zachariassen gojak manner traore mmaee baden frederiksen trainer tschertschessowleverkusen hradecky tapsoba tah hincapie kossouno frimpong fosu mensah palacios andrich demirbay diaby azmoun hlozek wirtz adli trainer alonsoschiedsrichter artur soares dias portugal tore diaby adli zuschauer gelbe karte tschertschessow trainer mai  budapest zuruckkehren findet stadion ferencvaros finale statt zunachst steht viertelfinale auslosung freitag uhr zentrale europaischen fussball union uefa  attraktiven gegner freuen manchester united europa league rekordsieger sevilla juventus turin ebenfalls nachste runde geschafft kurz darauf fur gefahr sorgen konnen hereingabe aussenverteidigers harmlos galt zunachst fur ungarn ball plotzlich amer gojak fusse fiel jahrige scheiterte jedoch frei  tor lukas hradecky schuss latte adama traore finnische nationaltorhuter gluck start zweiten halbzeit forderte alonso team nochmals volle konzentration bundesligist beginn hellwach vergab grosse moglichkeit aufs schuss wurde letzten moment geblockt treffer frimpong zahlte wegen abseits nicht sardar azmoun diaby schuss pfosten liessen weitere chancen liegen adli belohnte bemuhungen schlussphase,mitchel bakker,de,2023-03-16T21:49:55Z,4,International Football News
warum sehe faz net nicht kurios direkt wechsel leverkusener fast ahnliche weise erhoht fuhrung gegangen diesmal vierte minute zweiten halbzeit tapsoba langen ball diaby spielte gab diesmal ablegte niederlander wurde letzten moment gebremst mehr thema gaste nicht mehr passiv durchgang geschehen deutlich besser griff frimpongs tor stand abseits diaby traf pfosten adli sorgte fur erlosende konnen rechte artikel erwerben,mitchel bakker,de,2023-03-16T22:02:42Z,6,Game description
 feiert einzug viertelfinale europaleague kurz darauf fur gefahr sorgen konnen hereingabe aussenverteidigers harmlos galt zunachst fur ungarn ball plotzlich amer gojak fusse fiel jahrige scheiterte jedoch frei  tor lukas hradecky schuss latte adama traore finnische nationaltorhuter gluck start zweiten halbzeit forderte alonso team nochmals volle konzentration bundesligist beginn hellwach vergab grosse moglichkeit aufs schuss wurde letzten moment geblockt treffer frimpong zahlte wegen abseits nicht sardar azmoun diaby schuss pfosten liessen weitere chancen liegen obwohl bereits sonntag uhr dazn bundesliga rekordmeister bayern munchen geht  unbedingt zweiten treffer nachlegen adli belohnte bemuhungen schlussphase,mitchel bakker,de,2023-03-16T22:08:33Z,4,International Football News
europareise union berlin lotto park anderlecht ungluckliches genommen royale union saint gilloise verpasste bundesligist historischen einzug viertelfinale europaleague belgier muden berlinern seit funf spielen sieg klar uberlegen kurios direkt wechsel leverkusener fast ahnliche weise erhoht fuhrung gegangen diesmal vierte minute zweiten halbzeit tapsoba langen ball diaby spielte gab diesmal ablegte niederlander wurde letzten moment gebremst gaste nicht mehr passiv durchgang geschehen deutlich besser griff frimpongs tor stand abseits diaby traf pfosten adli sorgte fur erlosende,mitchel bakker,de,2023-03-16T22:14:32Z,6,Game description
torschutzen diaby adli feiern adlis treffer fur  frimpong niederlander wahnte kurz pause torschutze passgeber stand davor deutlich abseits frimpong wirkte nicht spritzig gewohnt note palacios argentinische weltmeister katar nachsten starken spiel standig ball hinkam note minute grossen torchancen niederlander liess nichts anbrennen flanken fehlte bisweilen prazision note wirtz nicht ganz auffallig trotzdem guten szenen minute pass kurz pause torschuss note,mitchel bakker,de,2023-03-17T07:01:04Z,6,Game description
warum sehe faz net nicht sieg bayern  zuzutrauen wirtz kreuzbandriss viele genialen balle gegnerische strafraume spielt diaby formkrise aufbluht frimpong starksten flugelspieler liga avanciert sardar azmoun genau fahrt kommt torhuter lukas hradecky immer weniger fehler macht mehr thema,mitchel bakker,de,2023-03-19T13:48:37Z,4,International Football News
gut fehlentscheidung sascha stegemann borussia dortmund meisterschaft kostet entscheidenden momente gab bundesliga historie mehrfach sportschau blickt zuruck,mitchel bakker,de,2023-03-19T20:35:24Z,2,Bundesliga News
wirtz leverkusener abschluss training spiel saint gilloise wirtz jedoch nicht einzige spieler  kader sperre internationalen buhne droht odilon kossounou demirbay zwei gelben karten vorbelastet verwarnungen championsleague konto,mitchel bakker,de,2023-04-13T07:31:14Z,3,Bundesliga News
kleine happy end grossen abnutzungskampf  fur optimismus gesorgt ticket fur halbfinale gibt nicht for free sagte trainer alonso viertelfinal hinspiel europaleague union saint gilloise chancen kopf mehr grossen wunsch fur ruckspiel bleiben optimistisch,mitchel bakker,de,2023-04-13T18:25:08Z,1,Other
morgenpost sportstubchen,mitchel bakker,de,2023-04-13T18:33:39Z,0,Europa League
hincapie tah bedanken fur fan unterstutzung einziger neuer spieler startelf niederlander brauchte anlaufzeit steigerte zweiten halfte deutlich top flanken frimpong azmoun plus tore verdient note adli vorlage diaby kurz pause beste szene diesmal allerdings eigene gefahrliche offensiv aktion note sardar azmoun fur adli vier minuten einwechslung schien spiel fur vorbei iraner offenbar vertreten zentralen sturmer anderte statik  wurde immer gefahrlicher starke vorlage wirtz sekunden schluss fehlten zentimeter bakkers flanke note adam hlozek fur diaby note,mitchel bakker,de,2023-04-14T08:16:22Z,6,Game description
verwenden cookies angebot fur verbessern mehr informationen finden unserer datenschutzerklarung gut moglich werksklub sommer erneut versucht schliesslich position links hinten team alonso alonsos daley sinkgraven derzeit nicht herausragend besetzt gibt angebote ausland real sociedad sevilla spanien tottenham hotspur englischen premier league sollen interesse bekundet sosa kroatiens hauptstadt zagreb geboren enge verbindungen deutschland besitzt seit zeit neben kroatischen deutsche staatsburgerschaft grossvater einst jugoslawien deutschland ausgewandert ulm sudostlich stuttgart gezogen sosas mutter geboren spater zuruck kroatien gegangen kind borna sosa oft deutschland grosseltern,mitchel bakker,de,2023-04-15T16:09:00Z,1,Other
"warum sehe faz net nicht obwohl bundesliga geht schont trainer alonso regelmassig wochenenden wichtige spieler internationalem terrain moglichst starke leistungen wahrscheinlicher zuletzt folgte strategie wolfsburg sonntag sassen tah adli wirtz vier spieler bank wirklich wichtigen partien meist startelf zahlen finden derzeit eben europaleague statt schliesslich konnen gewinn titels gleich zwei ziele erreicht erfolg fur fussball ewigkeit qualifikation fur kommende champions league spielrunde zentraler bedeutung fur mittelfristige entwicklung klubs ,,wir superchance"" sagt alonso aussichten viertelfinalhinspiel belgier",mitchel bakker,de,2023-04-20T15:41:59Z,1,Other
diaby  schutze besorgt feiern zusammen fussball deutschlands letztes europa eisen feuer  schlagt viertelfinale europaleague union saint gilloise hinspiel  bleibt dran verdiente macht links volley flanke adam hlozek alonso applaudiert erleichtert konnen belgier gefahrden nein frimpong macht deckel drauf setzt zuvor torwart moris sensationell druck frimpong fehlpass keepers einschieben belgier terho ergebnis kosmetik union nochmal druckt  zwischenzeitlich hinten schwimmt,mitchel bakker,de,2023-04-20T20:50:39Z,4,International Football News
besser fur  kaum laufen ruckspiel union saint gilloise geht werkself sekunden fuhrung lasst danach nichts anbrennen steht erstmals seit europapokal halbfinale hinspiel tabellenzweiten belgien runde zuvor union berlin ausgeschaltet ausgegangen diaby brachte mannschaft trainer alonso brussel sekunden fuhrung frimpong adam hlozek legten tor belgier erzielte casper terho vorjahr eintracht frankfurt deutsche wartezeit titel zweitwichtigsten europacup jahren beendet  vorganger wettbewerb uefa cup gewonnen letzte  titel uberhaupt gewinn dfb pokals jahr zuletzt  jahren halbfinale europacups erreicht damals stiessen rheinlander sogar endspiel championsleague verloren real madrid schnelle tor sorgte dafur  hinspiel verletzten weltmeister palacios zweiten minute defensiv mehr arbeit verrichten mussten belgier rannten all korperlichkeit werkself stemmte dagegen hoffte konter kamen durchaus minuten diaby schonem pass wirtz erhohen konnen verzog knapp sechs minuten spater trat hlozek hereingabe ball vorbei acht minuten pause spielte  uberragenden angriff sehenswert doppelpass diaby wirtz diesmal mittelfeld diaby zog bediente hlozek flanke langen eck volley verwertete saint gilles kam pause bestenfalls paar halbchancen pause verstarkten gastgeber druck leverkusener abwehr seit wochen starken tah verteidigte leidenschaftlich gewissenhaft  legte sogar moris erfolgreich bedrangte torhuter ball fusse frimpong spielte leere tor traf belgier gaben immer nicht kamen anschlusstreffer trafen simon adingra latte fur klarheit sorgte bayers viertes tor per abstauber traf hlozek schuss diaby,mitchel bakker,de,2023-04-20T20:51:25Z,4,International Football News
leverkusener profis tanzten fans rund metern schaute trainer alonso voller stolz deutschlands letzte titel hoffnung europa heisst  statt bayern werkself erreichte uber weite strecken titelreifen leistung einziger fussball bundesligist halbfinale europacup wettbewerbs darf titel seit jahren traumen fall sei ganz grosser tag sagte andrich rtl lobte anhanger happy ding heute gezogen schnelle tor sorgte dafur  hinspiel verletzten weltmeister palacios zweiten minute defensiv mehr arbeit verrichten mussten belgier rannten all korperlichkeit werkself stemmte dagegen hoffte konter kamen durchaus minuten diaby schonem pass wirtz erhohen konnen verzog knapp sechs minuten spater trat hlozek hereingabe ball vorbei acht minuten pause spielte  uberragenden angriff sehenswert doppelpass diaby wirtz diesmal mittelfeld diaby zog bediente hlozek flanke langen eck volley verwertete saint gilles kam pause bestenfalls paar halbchancen treffer leere tor pause verstarkten gastgeber druck leverkusener abwehr seit wochen starken tah verteidigte leidenschaftlich gewissenhaft  legte sogar moris erfolgreich bedrangte torhuter ball fusse frimpong spielte leere tor traf belgier gaben immer nicht kamen anschlusstreffer trafen simon adingra latte fur klarheit sorgte bayers viertes tor per abstauber traf hlozek schuss diaby,mitchel bakker,de,2023-04-20T20:54:03Z,4,International Football News
kapitan lukas hradecky stand mehr halbe stunde schlusspfiff journalisten dachte frohlockend daruber viele bier gleich dreistundigen busfahrt hause erlaubt wurden plotzlich rief club chef fernando carro rasen musst rauskommen wahnsinn sagte carro rund fans  sangen immer dauerschleife forderten feierten halbfinal einzug europaleague spieler einzeln,mitchel bakker,de,2023-04-20T20:54:23Z,7,Europa League
letzte deutsche titel hoffnung europa heisst  statt bayern   uber weite strecken titelreifen leistung einziger bundesligist halbfinale europacup wettbewerbs erreicht darf titel seit jahren traumen zwei tage bayern munchen championsleague erreichte werkself viertelfinal ruckspiel union saint gilloise vorschlussrunde europaleague hinspiel tabellenzweiten belgien runde zuvor union berlin ausgeschaltet ausgegangen diaby brachte mannschaft trainer alonso donnerstag brussel sekunden fuhrung frimpong adam hlozek legten tor belgier erzielte casper terho vorjahr eintracht frankfurt deutsche wartezeit titel zweitwichtigsten europacup jahren beendet  vorganger wettbewerb uefa cup gewonnen letzte  titel uberhaupt gewinn dfb pokals jahr zuletzt  jahren halbfinale europacups erreicht damals stiessen rheinlander sogar endspiel championsleague verloren real madrid schnelle tor sorgte dafur  hinspiel verletzten weltmeister palacios zweiten minute defensiv mehr arbeit verrichten mussten belgier rannten all korperlichkeit werkself stemmte dagegen hoffte konter kamen durchaus minuten diaby schonem pass wirtz erhohen konnen verzog knapp sechs minuten spater trat hlozek hereingabe ball vorbei acht minuten pause spielte  uberragenden angriff sehenswert doppelpass diaby wirtz diesmal mittelfeld diaby zog bediente hlozek flanke langen eck volley verwertete saint gilles kam pause bestenfalls paar halbchancen pause verstarkten gastgeber druck leverkusener abwehr seit wochen starken tah verteidigte leidenschaftlich gewissenhaft  legte sogar moris erfolgreich bedrangte torhuter ball fusse frimpong spielte leere tor traf belgier gaben immer nicht kamen anschlusstreffer trafen simon adingra latte fur klarheit sorgte bayers viertes tor per abstauber traf hlozek schuss diaby,mitchel bakker,de,2023-04-20T20:55:54Z,4,International Football News
